Noun	Item	Region	Condition	Surprisal	SurprisalReweighted	ThatFraction	ThatFractionReweighted	SurprisalsWithThat	SurprisalsWithoutThat	Word
exp.b.5	drove	11.191	10.725	The conviction that the guest visited the uncle drove Jill crazy.	[(0.254, 'the'), (0.953, 'conviction'), (0.301, 'that'), (0.198, 'the'), (0.583, 'guest'), (0.925, 'visited'), (0.949, 'the'), (1.0, 'uncle'), (0.001, 'drove')]
exp.c.5	drove	11.818	10.232	The conviction that the guest who the cousin invited visited the uncle drove Jill crazy.	[(0.258, 'the'), (0.081, 'conviction'), (0.709, 'that'), (0.436, 'the'), (0.035, 'guest'), (0.973, 'who'), (0.458, 'the'), (0.033, 'cousin'), (0.309, 'invited'), (0.925, 'visited'), (0.949, 'the'), (1.0, 'uncle'), (0.001, 'drove')]
exp.a.5	drove	11.835	11.843	The conviction drove Jill crazy.	[(0.949, 'the'), (1.0, 'conviction'), (0.001, 'drove')]
exp.c.6	became	9.545	9.295	The story that the psychiatrist who the nurse assisted diagnosed the patient became widely known.	[(0.258, 'the'), (0.095, 'story'), (0.709, 'that'), (0.436, 'the'), (0.039, 'psychiatrist'), (0.973, 'who'), (0.458, 'the'), (0.149, 'nurse'), (0.314, 'assisted'), (0.962, 'diagnosed'), (0.949, 'the'), (1.0, 'patient'), (0.001, 'became')]
exp.d.6	became	9.275	9.311	The story that the psychiatrist who the nurse who prescribed medication assisted diagnosed the patient became widely known.	[(0.303, 'the'), (0.038, 'story'), (0.134, 'that'), (0.258, 'the'), (0.061, 'psychiatrist'), (0.389, 'who'), (0.436, 'the'), (0.089, 'nurse'), (0.973, 'who'), (0.597, 'prescribed'), (0.1, 'medication'), (0.314, 'assisted'), (0.962, 'diagnosed'), (0.949, 'the'), (1.0, 'patient'), (0.001, 'became')]
exp.a.6	became	7.931	7.931	The story became widely known.	[(0.949, 'the'), (1.0, 'story'), (0.001, 'became')]
exp.b.6	became	9.181	9.207	The story that the psychiatrist diagnosed the patient became widely known.	[(0.254, 'the'), (0.892, 'story'), (0.301, 'that'), (0.198, 'the'), (0.287, 'psychiatrist'), (0.962, 'diagnosed'), (0.949, 'the'), (1.0, 'patient'), (0.001, 'became')]
exp.b.7	was	6.81	6.116	The sense that the driver phoned the tourist was absolutely true.	[(0.254, 'the'), (0.958, 'sense'), (0.301, 'that'), (0.198, 'the'), (0.266, 'driver'), (0.979, 'phoned'), (0.949, 'the'), (1.0, 'tourist'), (0.017, 'was')]
exp.a.7	was	6.533	6.486	The sense was absolutely true.	[(0.949, 'the'), (1.0, 'sense'), (0.017, 'was')]
exp.c.7	was	7.159	5.925	The sense that the driver who the guide called phoned the tourist was absolutely true.	[(0.258, 'the'), (0.077, 'sense'), (0.709, 'that'), (0.436, 'the'), (0.039, 'driver'), (0.973, 'who'), (0.458, 'the'), (0.037, 'guide'), (0.276, 'called'), (0.979, 'phoned'), (0.949, 'the'), (1.0, 'tourist'), (0.017, 'was')]
exp.d.7	was	7.368	6.956	The sense that the driver who the guide who directed traffic called phoned the tourist was absolutely true.	[(0.303, 'the'), (0.025, 'sense'), (0.134, 'that'), (0.258, 'the'), (0.088, 'driver'), (0.389, 'who'), (0.436, 'the'), (0.028, 'guide'), (0.973, 'who'), (0.344, 'directed'), (0.181, 'traffic'), (0.276, 'called'), (0.979, 'phoned'), (0.949, 'the'), (1.0, 'tourist'), (0.017, 'was')]
exp.c.8	appeared	10.88	10.003	The perception that the actor who the fans loved greeted the director appeared to be true.	[(0.258, 'the'), (0.145, 'perception'), (0.709, 'that'), (0.436, 'the'), (0.03, 'actor'), (0.973, 'who'), (0.458, 'the'), (0.121, 'fans'), (0.301, 'loved'), (0.951, 'greeted'), (0.949, 'the'), (1.0, 'director'), (0.001, 'appeared')]
exp.b.8	appeared	11.159	10.835	The perception that the actor greeted the director appeared to be true.	[(0.254, 'the'), (0.982, 'perception'), (0.301, 'that'), (0.198, 'the'), (0.266, 'actor'), (0.951, 'greeted'), (0.949, 'the'), (1.0, 'director'), (0.001, 'appeared')]
exp.d.8	appeared	11.258	10.368	The perception that the actor who the fans who followed his career loved greeted the director appeared to be true.	[(0.21, 'the'), (0.113, 'perception'), (0.213, 'that'), (0.24, 'the'), (0.23, 'actor'), (0.087, 'who'), (0.201, 'the'), (0.053, 'fans'), (0.858, 'who'), (0.902, 'followed'), (0.175, 'his'), (0.184, 'career'), (0.301, 'loved'), (0.951, 'greeted'), (0.949, 'the'), (1.0, 'director'), (0.001, 'appeared')]
exp.a.8	appeared	11.018	11.018	The perception appeared to be true.	[(0.949, 'the'), (1.0, 'perception'), (0.001, 'appeared')]
exp.c.9	proved	10.867	10.291	The assertion that the banker who the analyst defrauded trusted the customer proved to be made up.	[(0.258, 'the'), (0.072, 'assertion'), (0.709, 'that'), (0.436, 'the'), (0.082, 'banker'), (0.973, 'who'), (0.458, 'the'), (0.094, 'analyst'), (0.307, 'defrauded'), (0.949, 'trusted'), (0.949, 'the'), (1.0, 'customer'), (0.004, 'proved')]
exp.d.9	proved	10.563	10.456	The assertion that the banker who the analyst who overlooked suspicious transactions defrauded trusted the customer proved to be made up.	[(0.21, 'the'), (0.09, 'assertion'), (0.213, 'that'), (0.24, 'the'), (0.158, 'banker'), (0.087, 'who'), (0.201, 'the'), (0.102, 'analyst'), (0.858, 'who'), (0.962, 'overlooked'), (0.201, 'suspicious'), (0.44, 'transactions'), (0.307, 'defrauded'), (0.949, 'trusted'), (0.949, 'the'), (1.0, 'customer'), (0.004, 'proved')]
exp.a.9	proved	9.174	9.174	The assertion proved to be made up.	[(0.949, 'the'), (1.0, 'assertion'), (0.004, 'proved')]
exp.b.9	proved	9.849	9.61	The assertion that the banker trusted the customer proved to be made up.	[(0.254, 'the'), (0.977, 'assertion'), (0.301, 'that'), (0.198, 'the'), (0.428, 'banker'), (0.949, 'trusted'), (0.949, 'the'), (1.0, 'customer'), (0.004, 'proved')]
exp.c.10	was	5.831	4.129	The impression that the judge who the attorney hated acquitted the defendant was a lie.	[(0.258, 'the'), (0.088, 'impression'), (0.709, 'that'), (0.436, 'the'), (0.067, 'judge'), (0.973, 'who'), (0.458, 'the'), (0.268, 'attorney'), (0.378, 'hated'), (0.97, 'acquitted'), (0.949, 'the'), (1.0, 'defendant'), (0.017, 'was')]
exp.d.10	was	6.198	5.067	The impression that the judge who the attorney who presented compelling evidence hated acquitted the defendant was a lie.	[(0.21, 'the'), (0.077, 'impression'), (0.213, 'that'), (0.24, 'the'), (0.124, 'judge'), (0.087, 'who'), (0.201, 'the'), (0.076, 'attorney'), (0.858, 'who'), (0.977, 'presented'), (0.25, 'compelling'), (0.083, 'evidence'), (0.378, 'hated'), (0.97, 'acquitted'), (0.949, 'the'), (1.0, 'defendant'), (0.017, 'was')]
exp.a.10	was	4.189	4.189	The impression was a lie.	[(0.949, 'the'), (1.0, 'impression'), (0.017, 'was')]
exp.b.10	was	4.703	3.212	The impression that the judge acquitted the defendant was a lie.	[(0.254, 'the'), (0.983, 'impression'), (0.301, 'that'), (0.198, 'the'), (0.539, 'judge'), (0.97, 'acquitted'), (0.949, 'the'), (1.0, 'defendant'), (0.017, 'was')]
exp.d.11	seemed	10.961	9.733	The observation that the neighbour who the woman who heard rumors distrusted poisoned the dog seemed to be a malicious smear.	[(0.303, 'the'), (0.021, 'observation'), (0.134, 'that'), (0.258, 'the'), (0.089, 'neighbour'), (0.389, 'who'), (0.436, 'the'), (0.082, 'woman'), (0.973, 'who'), (0.275, 'heard'), (0.063, 'rumors'), (0.55, 'distrusted'), (0.976, 'poisoned'), (0.949, 'the'), (1.0, 'dog'), (0.001, 'seemed')]
exp.b.11	seemed	10.684	8.866	The observation that the neighbour poisoned the dog seemed to be a malicious smear.	[(0.254, 'the'), (0.923, 'observation'), (0.301, 'that'), (0.198, 'the'), (0.351, 'neighbour'), (0.976, 'poisoned'), (0.949, 'the'), (1.0, 'dog'), (0.001, 'seemed')]
exp.c.11	seemed	10.37	8.487	The observation that the neighbour who the woman distrusted poisoned the dog seemed to be a malicious smear.	[(0.258, 'the'), (0.06, 'observation'), (0.709, 'that'), (0.436, 'the'), (0.062, 'neighbour'), (0.973, 'who'), (0.458, 'the'), (0.168, 'woman'), (0.55, 'distrusted'), (0.976, 'poisoned'), (0.949, 'the'), (1.0, 'dog'), (0.001, 'seemed')]
exp.a.11	seemed	8.929	8.708	The observation seemed to be a malicious smear.	[(0.949, 'the'), (1.0, 'observation'), (0.001, 'seemed')]
exp.a.12	was	4.418	4.418	The reminder was sad to hear.	[(0.949, 'the'), (1.0, 'reminder'), (0.017, 'was')]
exp.c.12	was	7.097	5.52	The reminder that the actor who the producer blamed got very sick was sad to hear.	[(0.258, 'the'), (0.142, 'reminder'), (0.709, 'that'), (0.436, 'the'), (0.03, 'actor'), (0.973, 'who'), (0.458, 'the'), (0.466, 'producer'), (0.261, 'blamed'), (0.962, 'got'), (1.0, 'very'), (1.0, 'sick'), (0.017, 'was')]
exp.d.12	was	7.615	7.394	The reminder that the actor who the producer who directed scenes blamed got very sick was sad to hear.	[(0.303, 'the'), (0.033, 'reminder'), (0.134, 'that'), (0.258, 'the'), (0.101, 'actor'), (0.389, 'who'), (0.436, 'the'), (0.054, 'producer'), (0.973, 'who'), (0.344, 'directed'), (0.145, 'scenes'), (0.261, 'blamed'), (0.962, 'got'), (1.0, 'very'), (1.0, 'sick'), (0.017, 'was')]
exp.b.12	was	8.324	7.744	The reminder that the actor got very sick was sad to hear.	[(0.254, 'the'), (0.988, 'reminder'), (0.301, 'that'), (0.198, 'the'), (0.266, 'actor'), (0.962, 'got'), (1.0, 'very'), (1.0, 'sick'), (0.017, 'was')]
exp.c.13	was	5.943	4.852	The indication that the captain who the crew trusted commanded the sailor was nice to hear.	[(0.258, 'the'), (0.108, 'indication'), (0.709, 'that'), (0.436, 'the'), (0.066, 'captain'), (0.973, 'who'), (0.458, 'the'), (0.117, 'crew'), (0.278, 'trusted'), (0.926, 'commanded'), (0.949, 'the'), (1.0, 'sailor'), (0.017, 'was')]
exp.a.13	was	5.012	5.012	The indication was nice to hear.	[(0.949, 'the'), (1.0, 'indication'), (0.017, 'was')]
exp.d.13	was	6.203	5.62	The indication that the captain who the crew who saved lives trusted commanded the sailor was nice to hear.	[(0.303, 'the'), (0.037, 'indication'), (0.134, 'that'), (0.258, 'the'), (0.065, 'captain'), (0.389, 'who'), (0.436, 'the'), (0.075, 'crew'), (0.973, 'who'), (0.216, 'saved'), (0.136, 'lives'), (0.278, 'trusted'), (0.926, 'commanded'), (0.949, 'the'), (1.0, 'sailor'), (0.017, 'was')]
exp.b.13	was	5.094	4.083	The indication that the captain commanded the sailor was nice to hear.	[(0.254, 'the'), (0.964, 'indication'), (0.301, 'that'), (0.198, 'the'), (0.193, 'captain'), (0.926, 'commanded'), (0.949, 'the'), (1.0, 'sailor'), (0.017, 'was')]
exp.a.14	seemed	9.077	9.077	The complaint seemed absurd.	[(0.949, 'the'), (1.0, 'complaint'), (0.001, 'seemed')]
exp.c.14	seemed	11.156	10.029	The complaint that the manager who the boss authorized hired the intern seemed absurd.	[(0.258, 'the'), (0.072, 'complaint'), (0.709, 'that'), (0.436, 'the'), (0.364, 'manager'), (0.973, 'who'), (0.458, 'the'), (0.1, 'boss'), (0.223, 'authorized'), (0.914, 'hired'), (0.949, 'the'), (1.0, 'intern'), (0.001, 'seemed')]
exp.b.14	seemed	10.777	10.068	The complaint that the manager hired the intern seemed absurd.	[(0.254, 'the'), (0.964, 'complaint'), (0.301, 'that'), (0.198, 'the'), (0.432, 'manager'), (0.914, 'hired'), (0.949, 'the'), (1.0, 'intern'), (0.001, 'seemed')]
exp.d.14	seemed	11.953	10.757	The complaint that the manager who the boss who approved documents authorized hired the intern seemed absurd.	[(0.303, 'the'), (0.021, 'complaint'), (0.134, 'that'), (0.258, 'the'), (0.115, 'manager'), (0.389, 'who'), (0.436, 'the'), (0.073, 'boss'), (0.973, 'who'), (0.411, 'approved'), (0.325, 'documents'), (0.223, 'authorized'), (0.914, 'hired'), (0.949, 'the'), (1.0, 'intern'), (0.001, 'seemed')]
exp.a.15	was	3.889	3.889	The evidence was entirely correct.	[(0.949, 'the'), (1.0, 'evidence'), (0.017, 'was')]
exp.b.15	was	5.471	3.742	The evidence that the bully harassed the boy was entirely correct.	[(0.254, 'the'), (0.967, 'evidence'), (0.301, 'that'), (0.198, 'the'), (0.323, 'bully'), (0.972, 'harassed'), (0.949, 'the'), (1.0, 'boy'), (0.017, 'was')]
exp.c.15	was	4.955	4.111	The evidence that the bully who the children hated harassed the boy was entirely correct.	[(0.258, 'the'), (0.093, 'evidence'), (0.709, 'that'), (0.436, 'the'), (0.094, 'bully'), (0.973, 'who'), (0.458, 'the'), (0.095, 'children'), (0.378, 'hated'), (0.972, 'harassed'), (0.949, 'the'), (1.0, 'boy'), (0.017, 'was')]
exp.d.15	was	5.905	5.061	The evidence that the bully who the children who suffered abuse hated harassed the boy was entirely correct.	[(0.303, 'the'), (0.029, 'evidence'), (0.134, 'that'), (0.258, 'the'), (0.089, 'bully'), (0.389, 'who'), (0.436, 'the'), (0.056, 'children'), (0.973, 'who'), (0.514, 'suffered'), (0.229, 'abuse'), (0.378, 'hated'), (0.972, 'harassed'), (0.949, 'the'), (1.0, 'boy'), (0.017, 'was')]
exp.c.16	reached	11.519	10.692	The rumor that the plaintiff who the jury interrogated interrupted the witness reached the news.	[(0.258, 'the'), (0.13, 'rumor'), (0.709, 'that'), (0.436, 'the'), (0.116, 'plaintiff'), (0.973, 'who'), (0.458, 'the'), (0.17, 'jury'), (0.136, 'interrogated'), (0.962, 'interrupted'), (0.949, 'the'), (1.0, 'witness'), (0.001, 'reached')]
exp.d.16	reached	12.131	11.252	The rumor that the plaintiff who the jury who examined documents interrogated interrupted the witness reached the news.	[(0.303, 'the'), (0.044, 'rumor'), (0.134, 'that'), (0.258, 'the'), (0.083, 'plaintiff'), (0.389, 'who'), (0.436, 'the'), (0.119, 'jury'), (0.973, 'who'), (0.293, 'examined'), (0.325, 'documents'), (0.136, 'interrogated'), (0.962, 'interrupted'), (0.949, 'the'), (1.0, 'witness'), (0.001, 'reached')]
exp.a.16	reached	7.884	7.884	The rumor reached the news.	[(0.949, 'the'), (1.0, 'rumor'), (0.001, 'reached')]
exp.b.16	reached	12.182	11.478	The rumor that the plaintiff interrupted the witness reached the news.	[(0.254, 'the'), (0.984, 'rumor'), (0.301, 'that'), (0.198, 'the'), (0.292, 'plaintiff'), (0.962, 'interrupted'), (0.949, 'the'), (1.0, 'witness'), (0.001, 'reached')]
exp.d.17	sounds	10.052	9.776	The prediction that the drunkard who the thug who stumbled clumsily hit outwitted the bartender sounds hilarious.	[(0.303, 'the'), (0.04, 'prediction'), (0.134, 'that'), (0.258, 'the'), (0.211, 'drunkard'), (0.389, 'who'), (0.436, 'the'), (0.122, 'thug'), (0.973, 'who'), (0.188, 'stumbled'), (0.109, 'clumsily'), (0.278, 'hit'), (0.462, 'outwitted'), (0.949, 'the'), (1.0, 'bartender'), (0.002, 'sounds')]
exp.c.17	sounds	9.949	9.541	The prediction that the drunkard who the thug hit outwitted the bartender sounds hilarious.	[(0.258, 'the'), (0.109, 'prediction'), (0.709, 'that'), (0.436, 'the'), (0.212, 'drunkard'), (0.973, 'who'), (0.458, 'the'), (0.409, 'thug'), (0.278, 'hit'), (0.462, 'outwitted'), (0.949, 'the'), (1.0, 'bartender'), (0.002, 'sounds')]
exp.b.17	sounds	8.42	8.112	The prediction that the drunkard outwitted the bartender sounds hilarious.	[(0.254, 'the'), (0.935, 'prediction'), (0.301, 'that'), (0.198, 'the'), (0.307, 'drunkard'), (0.462, 'outwitted'), (0.949, 'the'), (1.0, 'bartender'), (0.002, 'sounds')]
exp.a.17	sounds	9.045	9.045	The prediction sounds hilarious.	[(0.949, 'the'), (1.0, 'prediction'), (0.002, 'sounds')]
exp.d.18	proved	11.93	11.751	The opinion that the medic who the survivor who received treatment thanked greeted the surgeon proved to be untrue.	[(0.303, 'the'), (0.037, 'opinion'), (0.134, 'that'), (0.258, 'the'), (0.094, 'medic'), (0.389, 'who'), (0.436, 'the'), (0.124, 'survivor'), (0.973, 'who'), (0.191, 'received'), (0.328, 'treatment'), (0.242, 'thanked'), (0.951, 'greeted'), (0.949, 'the'), (1.0, 'surgeon'), (0.004, 'proved')]
exp.a.18	proved	10.262	10.262	The opinion proved to be untrue.	[(0.949, 'the'), (1.0, 'opinion'), (0.004, 'proved')]
exp.c.18	proved	11.417	10.828	The opinion that the medic who the survivor thanked greeted the surgeon proved to be untrue.	[(0.258, 'the'), (0.1, 'opinion'), (0.709, 'that'), (0.436, 'the'), (0.05, 'medic'), (0.973, 'who'), (0.458, 'the'), (0.232, 'survivor'), (0.242, 'thanked'), (0.951, 'greeted'), (0.949, 'the'), (1.0, 'surgeon'), (0.004, 'proved')]
exp.b.18	proved	11.569	10.885	The opinion that the medic greeted the surgeon proved to be untrue.	[(0.254, 'the'), (0.933, 'opinion'), (0.301, 'that'), (0.198, 'the'), (0.083, 'medic'), (0.951, 'greeted'), (0.949, 'the'), (1.0, 'surgeon'), (0.004, 'proved')]
exp.b.19	took	9.354	8.987	The confirmation that the lifesaver rescued the swimmer took the townspeople by surprise.	[(0.254, 'the'), (0.985, 'confirmation'), (0.301, 'that'), (0.198, 'the'), (0.307, 'lifesaver'), (0.948, 'rescued'), (0.949, 'the'), (1.0, 'swimmer'), (0.001, 'took')]
exp.d.19	took	8.841	8.107	The confirmation that the lifesaver who the soldier who demonstrated techniques taught rescued the swimmer took the townspeople by surprise.	[(0.303, 'the'), (0.028, 'confirmation'), (0.134, 'that'), (0.258, 'the'), (0.211, 'lifesaver'), (0.389, 'who'), (0.436, 'the'), (0.027, 'soldier'), (0.973, 'who'), (0.174, 'demonstrated'), (0.386, 'techniques'), (0.177, 'taught'), (0.948, 'rescued'), (0.949, 'the'), (1.0, 'swimmer'), (0.001, 'took')]
exp.a.19	took	8.118	8.118	The confirmation took the townspeople by surprise.	[(0.949, 'the'), (1.0, 'confirmation'), (0.001, 'took')]
exp.c.19	took	8.094	7.274	The confirmation that the lifesaver who the soldier taught rescued the swimmer took the townspeople by surprise.	[(0.258, 'the'), (0.088, 'confirmation'), (0.709, 'that'), (0.436, 'the'), (0.212, 'lifesaver'), (0.973, 'who'), (0.458, 'the'), (0.02, 'soldier'), (0.177, 'taught'), (0.948, 'rescued'), (0.949, 'the'), (1.0, 'swimmer'), (0.001, 'took')]
exp.d.20	was	6.371	5.84	The remark that the fisherman who the gardener who planted seeds helped admired the politician was interesting.	[(0.303, 'the'), (0.021, 'remark'), (0.134, 'that'), (0.258, 'the'), (0.083, 'fisherman'), (0.389, 'who'), (0.436, 'the'), (0.051, 'gardener'), (0.973, 'who'), (0.182, 'planted'), (0.211, 'seeds'), (0.614, 'helped'), (0.91, 'admired'), (0.949, 'the'), (1.0, 'politician'), (0.017, 'was')]
exp.a.20	was	2.713	2.713	The remark was interesting.	[(0.949, 'the'), (1.0, 'remark'), (0.017, 'was')]
exp.c.20	was	5.551	4.638	The remark that the fisherman who the gardener helped admired the politician was interesting.	[(0.258, 'the'), (0.074, 'remark'), (0.709, 'that'), (0.436, 'the'), (0.072, 'fisherman'), (0.973, 'who'), (0.458, 'the'), (0.178, 'gardener'), (0.614, 'helped'), (0.91, 'admired'), (0.949, 'the'), (1.0, 'politician'), (0.017, 'was')]
exp.b.20	was	5.712	4.695	The remark that the fisherman admired the politician was interesting.	[(0.254, 'the'), (0.936, 'remark'), (0.301, 'that'), (0.198, 'the'), (0.55, 'fisherman'), (0.91, 'admired'), (0.949, 'the'), (1.0, 'politician'), (0.017, 'was')]
exp.b.21	was	5.521	4.482	The assumption that the janitor ignored the audience was funny.	[(0.254, 'the'), (0.979, 'assumption'), (0.301, 'that'), (0.198, 'the'), (0.2, 'janitor'), (0.96, 'ignored'), (0.949, 'the'), (1.0, 'audience'), (0.017, 'was')]
exp.d.21	was	5.901	5.476	The assumption that the janitor who the organiser who planned events criticised ignored the audience was funny.	[(0.303, 'the'), (0.04, 'assumption'), (0.134, 'that'), (0.258, 'the'), (0.099, 'janitor'), (0.389, 'who'), (0.436, 'the'), (0.053, 'organiser'), (0.973, 'who'), (0.625, 'planned'), (0.109, 'events'), (0.32, 'criticised'), (0.96, 'ignored'), (0.949, 'the'), (1.0, 'audience'), (0.017, 'was')]
exp.a.21	was	3.842	3.842	The assumption was funny.	[(0.949, 'the'), (1.0, 'assumption'), (0.017, 'was')]
exp.c.21	was	5.48	4.828	The assumption that the janitor who the organiser criticised ignored the audience was funny.	[(0.258, 'the'), (0.122, 'assumption'), (0.709, 'that'), (0.436, 'the'), (0.052, 'janitor'), (0.973, 'who'), (0.458, 'the'), (0.189, 'organiser'), (0.32, 'criticised'), (0.96, 'ignored'), (0.949, 'the'), (1.0, 'audience'), (0.017, 'was')]
exp.a.22	drove	12.28	12.28	The statement drove everyone crazy.	[(0.949, 'the'), (1.0, 'statement'), (0.001, 'drove')]
exp.b.22	drove	13.617	13.099	The statement that the investor deceived the entrepreneur drove everyone crazy.	[(0.254, 'the'), (0.97, 'statement'), (0.301, 'that'), (0.198, 'the'), (0.195, 'investor'), (0.963, 'deceived'), (0.949, 'the'), (1.0, 'entrepreneur'), (0.001, 'drove')]
exp.d.22	drove	12.201	12.503	The statement that the investor who the scientist who published research detested deceived the entrepreneur drove everyone crazy.	[(0.303, 'the'), (0.058, 'statement'), (0.134, 'that'), (0.258, 'the'), (0.065, 'investor'), (0.389, 'who'), (0.436, 'the'), (0.048, 'scientist'), (0.973, 'who'), (0.19, 'published'), (0.169, 'research'), (0.307, 'detested'), (0.963, 'deceived'), (0.949, 'the'), (1.0, 'entrepreneur'), (0.001, 'drove')]
